 498 Vir  28      110418
 499 Vir  29 4825 110379
             4826 110380
 500 Vir  30 4828 110411
 501 Vir  31 4829 110423
 502 Vir  32 4847 110951
 503 Vir  33 4849 111028
 504 Vir  34 4855 111164
 505 Vir  35 4858 111239
 506 Vir  36 4865 111397
 507 Vir  37 4878 111765
 508 Vir  38 4891 111998
 509 Vir  39      112036
 510 Vir  40 4902 112142
 511 Vir  41 4900 112097
 512 Vir  42*
 513 Vir  43 4910 112300
 514 Vir  44 4921 112846
 515 Vir  45*
 516 Vir  46 4925 112992
 517 Vir  47 4932 113226
 518 Vir  48 4937 113459
 519 Vir  49 4955 114038
 520 Vir  50 4961 114287
 521 Vir  51 4963 114330
 522 Vir  52*
 523 Vir  53 4981 114642
 524 Vir  54 4990 114846
 525 Vir  55 4995 114946
 526 Vir  56      115062
 527 Vir  57 5001 115202
 528 Vir  58      115466
 529 Vir  59 5011 115383
 530 Vir  60 5015 115521
 531 Vir  61 5019 115617
 532 Vir  62      115903
 533 Vir  63 5044 116292
 534 Vir  64 5040 116235
 535 Vir  65 5047 116365
 536 Vir  66 5050 116568
 537 Vir  67 5056 116658
 538 Vir  68 5064 116870
 539 Vir  69 5068 116976
 540 Vir  70 5072 117176
 541 Vir  71 5081 117304
 542 Vir  72 5088 117436
 543 Vir  73 5094 117661
 544 Vir  74 5095 117675
 545 Vir  75 5099 117789
 546 Vir  76 5100 117818
 547 Vir  77      117878
 548 Vir  78 5105 118022
 549 Vir  79 5107 118098
 550 Vir  80 5111 118219
 551 Vir  81      118511
 552 Vir  82 5150 119149
 553 Vir  83 5165 119605
 554 Vir  84 5159 119425
 555 Vir  85 5170 119786
 556 Vir  86 5173 119853
 557 Vir  87 5181 120052
 558 Vir  88      120235
 559 Vir  89 5196 120452
 560 Vir  90 5232 121299
 561 Vir  91*
 562 Vir  92 5244 121607
 563 Vir  93 5264 122408
 564 Vir  94      123177
 565 Vir  95 5290 123255
 566 Vir  96 5298 123630
 567 Vir  97      124248
 568 Vir  98 5315 124294
 569 Vir  99 5338 124850
 570 Vir 100 5359 125337
 571 Vir 101 5352 125180
 572 Vir 102 5366 125454
 573 Vir 103      125817
 574 Vir 104 5406 126722
 575 Vir 105 5409 126868
 576 Vir 106 5410 126927
 577 Vir 107 5487 129502
 578 Vir 108 5501 129956
 579 Vir 109 5511 130109
 580 Vir 110 5601 133165
 581 Lib   1*
 582 Lib   2 5383 126035
 583 Lib   3      128756
 584 Lib   4 5484 129433
 585 Lib   5 5503 129978
 586 Lib   6 5526 130694
 587 Lib   7 5523 130559
 588 Lib   8 5530 130819
 589 Lib   9 5531 130841
 590 Lib  10      131027
 591 Lib  11 5535 130952
 592 Lib  12 5548 131430
 593 Lib  13 5554 131530
 594 Lib  14      131992
 595 Lib  15 5564 131918
 596 Lib  16 5570 132052
 597 Lib  17 5578 132230
 598 Lib  18 5582 132345
 599 Lib  19 5586 132742
 600 Lib  20 5603 133216
 601 Lib  21 5622 133774
 602 Lib  22      133800
 603 Lib  23 5657 134987
 604 Lib  24 5652 134759
 605 Lib  25 5656 134967
 606 Lib  26 5662 135230
 607 Lib  27 5685 135742
 608 Lib  28 5701 136366
 609 Lib  29 5703 136407
 610 Lib  30      136801
 611 Lib  31 5723 137052
 612 Lib  32 5743 137744
 613 Lib  33      137949
 614 Lib  34 5750 138137
 615 Lib  35 5764 138485
 616 Lib  36 5775 138688
 617 Lib  37 5777 138716
 618 Lib  38 5787 138905
 619 Lib  39 5794 139063
 620 Lib  40 5812 139365
 621 Lib  41 5814 139446
 622 Lib  42 5824 139663
 623 Lib  43 5838 139997
 624 Lib  44 5848 140417
 625 Lib  45 5902 142096
 626 Lib  46 5908 142198
 627 Lib  47 5915 142378
 628 Lib  48 5941 142983
 629 Lib  49 5954 143333
 630 Lib  50 5959 143459
 631 Lib  51 5977 144069
             5978 144070
 632 Sco   1 5885 141637
 633 Sco   2 5904 142114
 634 Sco   3 5912 142301
 635 Sco   4 5917 142445
 636 Sco   5 5928 142669
 637 Sco   6 5944 143018
 638 Sco   7 5953 143275
 639 Sco   8 5984 144217
             5985 144218
 640 Sco   9 5993 144470
 641 Sco  10 5997 144608
 642 Sco  11 6002 144708
 643 Sco  12 6029 145483
 644 Sco  13 6028 145482
 645 Sco  14 6026 145501
             6027 145502
 646 Sco  15 6031 145570
 647 Sco  16 6033 145607
 648 Sco  17 6048 145897
 649 Sco  18 6060 146233
 650 Sco  19 6081 147084
 651 Sco  20 6084 147165
 652 Sco  21 6134 148478
 653 Sco  22 6141 148605
 654 Sco  23 6165 149438
 655 Sco  24 6196 150416
 656 Sco  25 6225 151179
 657 Sco  26 6241 151680
 658 Sco  27 6288 152820
 659 Sco  28 6350 154418
 660 Sco  29      155685
 661 Sco  30      156026
 662 Sco  31      156252
 663 Sco  32      156992
 664 Sco  33 6474 157588
 665 Sco  34 6508 158408
 666 Sco  35 6527 158926
 667 Sgr   1 6801 166464
 668 Sgr   2      160042
 669 Sgr   3 6616 161592
 670 Sgr   4 6700 163955
 671 Sgr   5      164031
 672 Sgr   6 6715 164358
 673 Sgr   7 6724 164584
 674 Sgr   8*
 675 Sgr   9 6736 164794
 676 Sgr  10 6746 165135
 677 Sgr  11      165921
 678 Sgr  12      166767
 679 Sgr  13 6812 166937
 680 Sgr  14 6816 167036
 681 Sgr  15 6822 167264
 682 Sgr  16 6823 167263
 683 Sgr  17      167570
 684 Sgr  18 6888 169233
 685 Sgr  19 6859 168454
 686 Sgr  20 6879 169022
 687 Sgr  21 6896 169420
 688 Sgr  22 6913 169916
 689 Sgr  23      170457
 690 Sgr  24 6961 171115
 691 Sgr  25 6965 171237
 692 Sgr  26 7011 172546
 693 Sgr  27 7039 173300
 694 Sgr  28 7046 173460
 695 Sgr  29 7078 174116
 696 Sgr  30 7088 174309
 697 Sgr  31      174596
 698 Sgr  32 7116 174974
 699 Sgr  33 7114 174947
 700 Sgr  34 7121 175191
 701 Sgr  35 7120 175190
 702 Sgr  36 7145 175687
 703 Sgr  37 7150 175775
 704 Sgr  38 7194 176687
 705 Sgr  39 7217 177241
 706 Sgr  40 7234 177716
 707 Sgr  41 7264 178524
 708 Sgr  42 7292 179950
 709 Sgr  43 7304 180540
 710 Sgr  44 7340 181577
 711 Sgr  45 7344 181645
 712 Sgr  46 7342 181615
 713 Sgr  47 7362 182369
 714 Sgr  48      182391
 715 Sgr  49 7363 182416
 716 Sgr  50 7375 182629
 717 Sgr  51 7431 184552
 718 Sgr  52 7440 184707
 719 Sgr  53 7470 185404
 720 Sgr  54 7476 185644
 721 Sgr  55 7489 186005
 722 Sgr  56 7515 186648
 723 Sgr  57 7561 187739
 724 Sgr  58 7597 188376
 725 Sgr  59 7604 188603
 726 Sgr  60 7618 189005
 727 Sgr  61 7614 188899
 728 Sgr  62 7650 189763
 729 Sgr  63 7649 189741
 730 Sgr  64 7671 190390
 731 Sgr  65 7675 190454
 732 Cap   1 7712 191753
 733 Cap   2 7715 191862
 734 Cap   3 7738 192666
 735 Cap   4 7748 192879
 736 Cap   5 7747 192876
 737 Cap   6 7754 192947
 738 Cap   7 7761 193150
 739 Cap   8 7773 193432
 740 Cap   9 7776 193495
 741 Cap  10 7814 194636
 742 Cap  11 7822 194943
 743 Cap  12 7829 195093
             7830 195094
 744 Cap  13      196348
 745 Cap  14 7889 196662
 746 Cap  15 7900 196777
 747 Cap  16 7936 197692
 748 Cap  17 7937 197725
 749 Cap  18 7980 198542
 750 Cap  19 8000 199012
 751 Cap  20 8033 199728
 752 Cap  21      199947
 753 Cap  22 8060 200499
 754 Cap  23 8075 200761
 755 Cap  24 8080 200914
 756 Cap  25 8087 201184
 757 Cap  26      201301
 758 Cap  27 8091 201352
 759 Cap  28 8127 202320
 760 Cap  29 8128 202369
 761 Cap  30 8137 202671
 762 Cap  31 8139 202723
 763 Cap  32 8167 203387
 764 Cap  33 8183 203638
 765 Cap  34 8204 204075
 766 Cap  35 8207 204139
 767 Cap  36 8213 204381
 768 Cap  37 8245 205289
 769 Cap  38      205306
 770 Cap  39 8260 205637
 771 Cap  40 8278 206088
 772 Cap  41 8285 206356
 773 Cap  42 8283 206301
 774 Cap  43 8288 206453
 775 Cap  44 8295 206561
 776 Cap  45 8302 206677
 777 Cap  46 8311 206834
 778 Cap  47 8318 207005
 779 Cap  48 8319 207052
 780 Cap  49 8322 207098
 781 Cap  50      207061
 782 Cap  51 8351 207958
 783 Aqr   1 7897 196758
 784 Aqr   2 7950 198001
 785 Aqr   3 7951 198026
 786 Aqr   4 7982 198571
 787 Aqr   5 7985 198667
 788 Aqr   6 7990 198743
 789 Aqr   7 8015 199345
 790 Aqr   8      199828
 791 Aqr   9      200004
 792 Aqr  10      199944
 793 Aqr  11 8041 199960
 794 Aqr  12 8058 200496
             8059 200497
 795 Aqr  13 8093 201381
 796 Aqr  14      202466
 797 Aqr  15 8141 202753
 798 Aqr  16 8160 203222
 799 Aqr  17 8175 203525
 800 Aqr  18 8187 203705
 801 Aqr  19 8195 203875
 802 Aqr  20 8192 203843
 803 Aqr  21 8199 203926
 804 Aqr  22 8232 204867
 805 Aqr  23 8264 205767
 806 Aqr  24      206058
 807 Aqr  25 8277 206067
 808 Aqr  26 8287 206445
 809 Aqr  27 8328 207203
 810 Aqr  28 8390 209128
 811 Aqr  29 8396 209278
 812 Aqr  30 8401 209396
 813 Aqr  31 8402 209409
 814 Aqr  32 8410 209625
 815 Aqr  33 8418 209819
 816 Aqr  34 8414 209750
 817 Aqr  35 8439 210191
 818 Aqr  36      210269
 819 Aqr  37      210422
 820 Aqr  38 8452 210424
 821 Aqr  39 8462 210705
 822 Aqr  40      210845
 823 Aqr  41 8480 210960
 824 Aqr  42 8496 211361
 825 Aqr  43 8499 211391
 826 Aqr  44 8504 211434
 827 Aqr  45 8508 211676
 828 Aqr  46 8512 211838
 829 Aqr  47 8516 212010
 830 Aqr  48 8518 212061
 831 Aqr  49 8529 212271
 832 Aqr  50 8534 212430
 833 Aqr  51 8533 212404
 834 Aqr  52 8539 212571
 835 Aqr  53 8544 212697
             8545 212698
 836 Aqr  54      212741
 837 Aqr  55 8558 213051
             8559 213052
 838 Aqr  56 8567 213236
 839 Aqr  57 8573 213320
 840 Aqr  58 8583 213464
 841 Aqr  59 8592 213845
 842 Aqr  60 8590 213789
 843 Aqr  61      214028
 844 Aqr  62 8597 213998
 845 Aqr  63 8610 214376
 846 Aqr  64      214572
 847 Aqr  65      215097
 848 Aqr  66 8649 215167
 849 Aqr  67 8647 215143
 850 Aqr  68 8670 215721
 851 Aqr  69 8673 215766
 852 Aqr  70 8676 215874
 853 Aqr  71 8679 216032
 854 Aqr  72      216182
 855 Aqr  73 8698 216386
 856 Aqr  74 8704 216494
 857 Aqr  75      216567
 858 Aqr  76 8709 216627
 859 Aqr  77 8711 216640
 860 Aqr  78 8710 216637
 861 Aqr  79 8728 216956
 862 Aqr  80*
 863 Aqr  81 8757 217531
 864 Aqr  82 8763 217701
 865 Aqr  83 8782 218060
 866 Aqr  84      218081
 867 Aqr  85      218173
 868 Aqr  86 8789 218240
 869 Aqr  87      218331
 870 Aqr  88 8812 218594
 871 Aqr  89 8817 218640
 872 Aqr  90 8834 219215
 873 Aqr  91 8841 219449
 874 Aqr  92 8850 219576
 875 Aqr  93 8858 219688
 876 Aqr  94 8866 219834
 877 Aqr  95 8865 219832
 878 Aqr  96 8868 219877
 879 Aqr  97 8890 220278
 880 Aqr  98 8892 220321
 881 Aqr  99 8906 220704
 882 Aqr 100 8932 221357
 883 Aqr 101 8939 221565
 884 Aqr 102 8968 222345
 885 Aqr 103 8980 222547
 886 Aqr 104 8982 222574
 887 Aqr 105 8988 222661
 888 Aqr 106 8998 222847
 889 Aqr 107 9002 223024
 890 Aqr 108 9031 223640
 891 Psc   1 8715 216701
 892 Psc   2 8742 217264
 893 Psc   3 8750 217428
 894 Psc   4 8773 217891
 895 Psc   5 8807 218527
 896 Psc   6 8852 219615
 897 Psc   7 8878 220009
 898 Psc   8 8911 220825
 899 Psc   9 8912 220858
 900 Psc  10 8916 220954
 901 Psc  11      221147
 902 Psc  12      221146
 903 Psc  13 8934 221409
 904 Psc  14 8944 221675
 905 Psc  15      221833
 906 Psc  16 8954 221950
 907 Psc  17 8969 222368
 908 Psc  18 8984 222603
 909 Psc  19 9004 223075
 910 Psc  20 9012 223252
 911 Psc  21 9022 223438
 912 Psc  22 9033 223719
 913 Psc  23 9035 223755
 914 Psc  24 9041 223825
 915 Psc  25 9042 223855
 916 Psc  26 9048 224103
 917 Psc  27 9067 224533
 918 Psc  28 9072 224617
 919 Psc  29 9087 224926
 920 Psc  30 9089 224935
 921 Psc  31 9092 224995
 922 Psc  32 9093 225003
 923 Psc  33    3     28
 924 Psc  34   26    560
 925 Psc  35   50   1061
 926 Psc  36   59   1227
 927 Psc  37        1243
 928 Psc  38        1317
 929 Psc  39        1352
 930 Psc  40        1563
 931 Psc  41   80   1635
 932 Psc  42   86   1796
 933 Psc  43        2035
 934 Psc  44   97   2114
 935 Psc  45        2140
 936 Psc  46        2410
 937 Psc  47  103   2411
 938 Psc  48  106   2436
 939 Psc  49        2714
 940 Psc  50*
 941 Psc  51  132   2913
 942 Psc  52  131   2910
 943 Psc  53  155   3379
 944 Psc  54  166   3651
 945 Psc  55  167   3690
 946 Psc  56*
 947 Psc  57  211   4408
